user_id,follower_id
2971178127,1.3076681500293489e+18
2971178127,1.2051435301061673e+18
2971178127,1.5552734026756014e+18
2971178127,9.326983016941363e+17
2971178127,1.1248656920613151e+18
2971178127,1.5373558469167432e+18
2971178127,8.972818723210322e+17
2971178127,1.4850388074518446e+18
2971178127,1.209139062596092e+18
2971178127,1.462897980986458e+18
2971178127,1.1929049374931517e+18
2971178127,1.4156310440872714e+18
2971178127,2198575350.0
2971178127,1.2474405280079708e+18
2971178127,1.4113631223387505e+18
2971178127,1.211566865375318e+18
2971178127,1.2191077581354885e+18
2971178127,1.1228193969536082e+18
2971178127,1.4610402454331474e+18
2971178127,1.0888821261692191e+18
2971178127,63818207.0
2971178127,147155295.0
2971178127,2619357802.0
2971178127,8.989810697809101e+17
2971178127,104582823.0
2971178127,1.096877649098625e+18
2971178127,1.4747502652953108e+18
2971178127,486352009.0
2971178127,1.4500218270787215e+18
2971178127,9.065976328517591e+17
2971178127,1.457656872975143e+18
2971178127,1.4492126739383706e+18
2971178127,1.2197879010279956e+18
2971178127,1.1611845352515092e+18
2971178127,1.2931442953908265e+18
2971178127,56806438.0
2971178127,1.4257162914370068e+18
2971178127,3757496958.0
2971178127,1.1998273653560156e+18
2971178127,1.311652849554731e+18
2971178127,1.3713784602460774e+18
2971178127,1.133465675475882e+18
2971178127,1.2406299370207314e+18
2971178127,62388314.0
2971178127,1965736656.0
2971178127,1.1993204742091776e+18
2971178127,1.359637948048806e+18
2971178127,1.331382369480282e+18
2971178127,1.023204465011114e+18
2971178127,634191743.0
2971178127,1.1003956968915927e+18
2971178127,1.3462164380974408e+18
2971178127,1.3244604240714342e+18
2971178127,1464963714.0
2971178127,1.3411303560497193e+18
2971178127,2219265433.0
2971178127,2775430839.0
2971178127,1.0873868687931351e+18
2971178127,1.0345577331257139e+18
2971178127,341882587.0
2971178127,14562685.0
2971178127,14847675.0
2971178127,7.427673751376732e+17
2971178127,1.1126934455026893e+18
2971178127,7.358880916013261e+17
2971178127,1.262906486679724e+18
2971178127,1.0208020390839501e+18
2971178127,1.2707757073759355e+18
2971178127,1.328627994366255e+18
2971178127,416845971.0
2971178127,1.2176601146869924e+18
2971178127,2904622814.0
2971178127,9.388507972695409e+17
2971178127,8.307151133089587e+17
2971178127,1.242854133322875e+18
2971178127,7.677713006265631e+17
2971178127,1.1017984580700447e+18
2971178127,1.295724133813289e+18
2971178127,8.43526679373013e+17
2971178127,1.1362111628639805e+18
2971178127,1.3095332715885117e+18
2971178127,186921498.0
2971178127,1.3093904011245322e+18
2971178127,1.1092408771705242e+18
2971178127,1.3121503244135956e+18
2971178127,1.0069778236874793e+18
2971178127,1.1566945462453903e+18
2971178127,572547704.0
2971178127,1.0863762422811771e+18
2971178127,9.5996975775053e+17
2971178127,1.1596245617443676e+18
2971178127,1.043180139289428e+18
2971178127,1.1778533558105334e+18
2971178127,1.1576659298257838e+18
2971178127,1.2420944030340014e+18
2971178127,1.2273851148223488e+18
2971178127,7.14774457768919e+17
2971178127,14827826.0
2971178127,416295863.0
2971178127,1.3124038567440507e+18
2971178127,794815.0
2971178127,1.3157116022604063e+18
2971178127,17899712.0
2971178127,1.2086189676122644e+18
2971178127,1.2869918840790426e+18
2971178127,4840270340.0
2971178127,18748794.0
